Societe;ACCORHOTELS;AIRBUS;AIRLIQUIDE;ARCELORMITTAL;AXA;BNPPARIBAS;BOUYGUES;BUREAUVERITAS;CAPGEMINI;CARREFOUR;CREDITAGRICOLE;DANONE;DASSAULTSYSTEMES;EDENRED;ENGIE;ESSILORLUXOTTICA;EUROFINSSCIENT.;HERMES;KERING;LEGRANDSA;LOREAL;LVMH;MICHELIN;ORANGE;PERNODRICARD;PUBLICISGROUPE;RENAULT;SAFRAN;SAINTGOBAIN;SANOFI;SCHNEIDERELECTRIC;SOCIETEGENERALE;STELLANTIS;STMICROELECTRONICS;TELEPERFORMANCE;THALES;TOTALENERGIES;UNIBAILRODAMCOWESTFIELD;VEOLIAENVIRON.;VINCI
Poids dans le CAC 40;0,00439868;0,051884435;0,040387884;0,009197241;0,033090073;0,033589923;0,00519844;0,00509847;0,010096971;0,00329901;0,019494152;0,017994602;0,019994002;0,00319904;0,015795261;0,048185544;0,00369889;0,102769169;0,011896431;0,010796761;0,074577627;0,123063081;0,009597121;0,012096371;0,009997001;0,009197241;0,00539838;0,040487854;0,020393882;0,053383985;0,048785364;0,012996101;0,012996101;0,008297511;0,00239928;0,018894332;0,048985304;0,00419874;0,008697391;0,025492352
